Sample_ID,Participant_ID,Scenario_ID,Scenario_Name,Clean_Text,Intent_ID,Intent_Name,Script_Type,Dataset_Split
S0876,P040,18,Commuting,Thwa tika welawk yai hlooo,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0877,P040,19,Notes - PDF Request,Hlo eda lec eke note eka ewnnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0878,P040,20,Wi-Fi Password Request ,Hospot tikk dennko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0879,P040,21,Food - Canteen Menu,Ada monwd dan ne thynne,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0880,P040,22,Food - Let's Eat,Kala emu,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0881,P041,1,Academic Stress,"Mala panala inne ban. Heta submission thiyagena mama thama mula indan karanna ona. Pissu hutasak meka nam, ninda yanneth na stress ekata. ada rema iwara karanna wenawa me kunu goda",0,ACADEMIC_STRESS,Latin/Romanized,Train
S0882,P041,2,Campus Injustice,Ado mata mara malak thiyenne ara lecturer ekka. Kisima sadharanayak na ban karapu wade. Mulu mood ekama kawa. Mun hitan inne mun kiyana hama ekama hari kiyala,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0883,P041,3,Campus Culture/Ragging,Mala panala inne ban me rag eka nisa. Mun hithan inne mun maha loku porawal kiyala. Kisima therumak nathi wada deela apiwa nikan charter karanawa. Mara kalakirimak enne mehema wenakota.,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0884,P041,4,Financial Stress,Ado mase anthima nisa athe sathe na ban. Puluwan nam kiyapan hita hadaganna widihak. Mara dukak thiyenne me salli prashna nisa.,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0885,P041,5,Logistics/Food Issues,"Mun thiyana kema kela thawa tikas dawasakin ledak hadenawa ban sure. Mara mala panala inne, kisima quality ekak na. Salli walatath aparadayak",3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0886,P041,6,Group Project Stress,Ado mata mara malak enne me group project eka gana. Group eke anith un ekekwath wada karanne na ban. Okkoma bara mage pitata watila thiyenne. Mun hitan inne mama munta degree eka aran dei kiyala,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0887,P041,7,Isolation,"Ado yaluwo ekka waliyak dagaththa ban. Dan mara thanikamak danenne, kawruth na wage. Hithata mara barak thiyenne me nisa",4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0888,P041,8,Academic Success - Difficult Subject,"Ado hithagannath ba ban, ara amaruma subject eka goda dagaththa! Results dakkama thama adahaganna ba. Mara happyness ekak danenne ban dan nam.",5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0889,P041,9,Academic Success - Repeat Subject,Ado ara repeat eka goda ban! Mata thama hithaganna ba. Oluwen maha loku barak nidahas una wage. Dan thamai nidahase husmak ganna puluwan.,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0890,P041,10,Freedom-Final Paper,"Kapa kala ban! Semester ekama iwarai. Ada ra nam marena kal nidi. Kisi wadayak na, kauruth na. Patta nidahasak thiyenne dan",6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0891,P041,11,Lightness-Final Paper,Ado final project eka submit kala ban! Dan nam nikan oluwen maha loku barak giya wage. Mara sahalluwak danenne. Dan ithin nidahase inna puluwan,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0892,P041,12,Social Evant - Batch Trip,Ado mase niyamai ban! Mulu batch ekama ekata set unama mara gammak thiyenne. Me wage athal ekak gaththa kalayak mathaka na. Mulu dawasama pissu natanawa,7,SOCIAL_EVENT,Latin/Romanized,Train
S0893,P041,13,Social Evant - Campus Evant,Ado event eka nam supiri ban! Mulu campus ekama ekama godai. Mara vibe ekak thiyenne. Me wage athal ekak gaththa kalayak mathaka na,7,SOCIAL_EVENT,Latin/Romanized,Train
S0894,P041,14,Personal Win - Stipand/Mahapola,"Ado mahapola/stipend watila ban! Danne dakke. Mara gammak awa eka dakkama. Athe sathe nathuwa hitiye, dan ithin goda thamai",8,PERSONAL_WIN,Latin/Romanized,Train
S0895,P041,15,Personal Win - Internship,"Ado hithagannath ba ban, ara try karapu internship eka set una! Mara happy ekak thiyenne dan nam. Mechchara kal mahansi una ekata hariyanna hoda thanak set una. Pissu hadenawa sathutata!",8,PERSONAL_WIN,Latin/Romanized,Train
S0896,P041,16,Lectures - Attendance,Ado heta lecture eka thiyenawada ban? Attendance mark karanawada kiyala danna ekekgen ahala kiyapan ko,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0897,P041,17,Lectures - Cancellation,Ado ada lecture eka cancel da? Batch group eke notice ekak wath thibbad?,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0898,P041,18,Commuting,Mama dan bus eke enne ban. Dan [Town Name] pahu kala. Campus ekata enna thawa winadi 20k vithara yai. Poddak balan hitapan.,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0899,P041,19,Notes - PDF Request,Ado mama ada lecture ekata awe na ban. Ada karapu eke PDF note ekak thiyenawa nam mata ewapan ko. Loku udauwak,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0900,P041,20,Wi-Fi Password Request ,Ado campus Wi-Fi password eka mokakda ban? Danna ekek innawa nam ewapan ko ikmanata,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0901,P041,21,Food - Canteen Menu,Ado canteen eke kema thiyenawada ban thama? Mama enna hadanne. Nathnam iwara welada balapan ko,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0902,P041,22,Food - Let's Eat,Ado badagini ban. Yamuda canteen ekata kala enna? Set weyan ikmanata,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0904,P042,2,Campus Injustice,By Talking with Friends,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0905,P042,3,Campus Culture/Ragging,No,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0906,P042,4,Financial Stress,Not happened yet,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0907,P042,5,Logistics/Food Issues,By Talking with Homies,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0909,P042,7,Isolation,Need to the place / Campus,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0910,P042,8,Academic Success - Difficult Subject,By texting my Best friend,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0911,P042,9,Academic Success - Repeat Subject,To saying my parents with a happy smile,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0912,P042,10,Freedom-Final Paper,All comes to end,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0913,P042,11,Lightness-Final Paper,"With laugh , spending time with friends",6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0914,P042,12,Social Evant - Batch Trip,It's worth for Lifetime,7,SOCIAL_EVENT,Latin/Romanized,Train
S0915,P042,13,Social Evant - Campus Evant,It's being our expectations and Great to have these colleagues,7,SOCIAL_EVENT,Latin/Romanized,Train
S0916,P042,14,Personal Win - Stipand/Mahapola,"Stipends has credited, let's go for lunch",8,PERSONAL_WIN,Latin/Romanized,Train
S0917,P042,15,Personal Win - Internship,"Omg , God always bless me",8,PERSONAL_WIN,Latin/Romanized,Train
S0918,P042,16,Lectures - Attendance,Tomorrow attend is mandatory,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0919,P042,17,Lectures - Cancellation,Cancelled???,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0920,P042,18,Commuting,"I'm little bit late to Lecture, please wait at canteen untill I came",3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0921,P042,19,Notes - PDF Request,Never asked,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0922,P042,20,Wi-Fi Password Request ,"Can you plz,",10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0923,P042,21,Food - Canteen Menu,"Hi , what's there at canteen for lunch hours",11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0924,P042,22,Food - Let's Eat,Come let's we have lunch,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0925,P043,1,Academic Stress,Machn nidimaragena assignment ekak karanna wela thiyenne amarui thamai eeka ikmanata wade complete karanna ooa,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0926,P043,2,Campus Injustice,Muu chater minihek mage jeewithatama dakala na hodak sidda wenne na muta nm,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0927,P043,3,Campus Culture/Ragging,Ape campus eka private hinda rag naa ape seniorsla godak hoda kattiyak,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0928,P043,4,Financial Stress,Kohoma hari mange kara ganna oona,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0929,P043,5,Logistics/Food Issues,Kama nm hari na wage eliyen hari kanawa,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0930,P043,6,Group Project Stress,Epa wenawa thaniyama wada karanna giyama eeth mage wade mn karnawa full strength eken,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0931,P043,7,Isolation,Aperade randu unee shik dn kauruth na nee,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0932,P043,8,Academic Success - Difficult Subject,Mn hithuweth na pass wei kiyala eeta highest result ekak awith,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0933,P043,9,Academic Success - Repeat Subject,Mage mahansiye results eka thamai mee,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0934,P043,10,Freedom-Final Paper,Dn nm harima relax ekak danenne,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0935,P043,11,Lightness-Final Paper,Athi yannath wade iwara kara gaththa,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0936,P043,12,Social Evant - Batch Trip,Pattama athal ekek meeka,7,SOCIAL_EVENT,Latin/Romanized,Train
S0937,P043,13,Social Evant - Campus Evant,Niyama event eka hoda joliyak danna puluwan,7,SOCIAL_EVENT,Latin/Romanized,Train
S0938,P043,14,Personal Win - Stipand/Mahapola,Niyamai stipend watuna dn wiyadam tika balance kara ganna puluwan,8,PERSONAL_WIN,Latin/Romanized,Train
S0939,P043,15,Personal Win - Internship,Machan mta hoda internship ekak set una,8,PERSONAL_WIN,Latin/Romanized,Train
S0940,P043,16,Lectures - Attendance,Ehemamath na ithin,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0941,P043,17,Lectures - Cancellation,Ada lectures ndda machn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0942,P043,18,Commuting,Mn gedera idn eddi paya dekakwath yanawa bn train ekee awith bus eketh enna epai,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0943,P043,19,Notes - PDF Request,Mta ada lecture ekee notes ewanna puluwan da,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0944,P043,20,Wi-Fi Password Request ,Mta oyage password eka poddak gnna puluwan da mage data iwara wela,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0945,P043,21,Food - Canteen Menu,Machan dawalta thiyena kama monawada bn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0946,P043,22,Food - Let's Eat,Machn yn emu,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0969,P045,1,Academic Stress,Mata epa wela tiynne.mara stress,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0970,P045,2,Campus Injustice,Apo.mewa athi wela,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0971,P045,3,Campus Culture/Ragging,Mona wadayakda me,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0972,P045,4,Financial Stress,Athe sathe na appa,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0973,P045,5,Logistics/Food Issues,Kema melo rahak ne,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0974,P045,6,Group Project Stress,Okkoma mn krnna one.epa wenawa,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0975,P045,7,Isolation,Ane manda me jeewithe,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0976,P045,8,Academic Success - Difficult Subject,Mata mara happy,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0977,P045,9,Academic Success - Repeat Subject,Deiyane mata satutui,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0978,P045,10,Freedom-Final Paper,Mn nidahas,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0979,P045,11,Lightness-Final Paper,Happy happy,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0980,P045,12,Social Evant - Batch Trip,Mara jolly,7,SOCIAL_EVENT,Latin/Romanized,Train
S0981,P045,13,Social Evant - Campus Evant,Happy happy,7,SOCIAL_EVENT,Latin/Romanized,Train
S0982,P045,14,Personal Win - Stipand/Mahapola,Salli wetila bn.mata happy,8,PERSONAL_WIN,Latin/Romanized,Train
S0983,P045,15,Personal Win - Internship,Internship eka set una.,8,PERSONAL_WIN,Latin/Romanized,Train
S0984,P045,16,Lectures - Attendance,Heta lec eke attendance compulsoryda?,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0985,P045,17,Lectures - Cancellation,Heta lec cancelda?,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0986,P045,18,Commuting,Mn tikk wela yai bn,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0987,P045,19,Notes - PDF Request,Mata note eka ewapanko bn,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0988,P045,20,Wi-Fi Password Request ,Password eka mkkda bn?,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0989,P045,21,Food - Canteen Menu,Canteen eke monwada tiynne ada?,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0990,P045,22,Food - Let's Eat,Kala emuda?,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0991,P046,1,Academic Stress,"Ada nm mara stress eka tyenne anee, epa wela tyenne me assignment eka nisa",0,ACADEMIC_STRESS,Latin/Romanized,Train
S0992,P046,2,Campus Injustice,Mt nm dn me cacampus ekath epa wela tyenne me sidda wena dewal nisa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0993,P046,3,Campus Culture/Ragging,Me rag nisa apt hriyt wdkwt krgnn wdhk ne. Attatama epama wela tyenne,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0994,P046,4,Financial Stress,Kottuwk knnwath athe salli ne 😒,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0995,P046,5,Logistics/Food Issues,Me canteen eke kema nm anthimai appa. Salli gewala knwatath padui,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0996,P046,6,Group Project Stress,Mt nm epa wela tyenne. Meke anith ayata me prohect eka gana kisima ganak ne. Okkm krl denkm blgn innw,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0997,P046,7,Isolation,Mt nm dn hmdema epa wela tyenne 😒,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0998,P046,8,Academic Success - Difficult Subject,තාත්තෙ අද exam එක නම් මාරම ලේසී. හිතුවටත් වඩා ලකුනු තියෙනවා මට 🥰,5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Train
S0999,P046,9,Academic Success - Repeat Subject,Ammooo athi yntham eka pass. Mm nm htuwe ne mechchr hoda result ekak tiyewi kyl,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S1000,P046,10,Freedom-Final Paper,Ammooo dn nm niwan gya wge. Adin exam iwrai 😍,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S1001,P046,11,Lightness-Final Paper,Ammoooo mt nm kygnnn bri නිදහසක් danenne anee. යන්තමින් ekath ඉවරයි,6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Train
S1002,P046,12,Social Evant - Batch Trip,Ada nmara fun dwsk.,7,SOCIAL_EVENT,Latin/Romanized,Train
S1003,P046,13,Social Evant - Campus Evant,Ada dwse nm mara wdht hina una,7,SOCIAL_EVENT,Latin/Romanized,Train
S1004,P046,14,Personal Win - Stipand/Mahapola,Ammoo ada ithin shopping krnn tamai tyenne 😍,8,PERSONAL_WIN,Latin/Romanized,Train
S1005,P046,15,Personal Win - Internship,Adoo mt nm mata hoda company ekak set une. Marama comfortable,8,PERSONAL_WIN,Latin/Romanized,Train
S1006,P046,16,Lectures - Attendance,Me bn ht tyena lecture eke attendance aniwrnm blnw qwada,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S1007,P046,17,Lectures - Cancellation,Me ada lecture eka cancel qwada bn.,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S1008,P046,18,Commuting,Mm dn inne gamoaha bn. Mt tawa paya 1.30k wtr yai campus ekt enn,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S1009,P046,19,Notes - PDF Request,Me bn eda mm apu nti lecture eke note mnw hri dunna nm mt share krnwd,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S1010,P046,20,Wi-Fi Password Request ,Adooo ube router eke password eka mkdda bn,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S1011,P046,21,Food - Canteen Menu,Ada canteen eke dwlt knn tyenne mnd hlo. Mm dkke nane,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S1012,P046,22,Food - Let's Eat,Me api ghn kala emuda,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S1013,P047,1,Academic Stress,"Ane mata nm epa wela thiynne Mara stress, අනේ මට නම් එපා වෙලා තියෙන්නේ මාර ස්ට්‍රෙස්",0,ACADEMIC_STRESS,Mixed Sinhala+Latin,Train
S1014,P047,2,Campus Injustice,"Ane ai minissu ehama krnne. Marama aul mata nm, අනේ ඇයි මිනිස්සු එහෙම කරන්නේ මාරම අවුල් මට නම්",1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Train
S1015,P047,3,Campus Culture/Ragging,"Rag karata kmk neh ohom ewa krnn oni nhne. Apith igena genna ne methnata awe , එඇග් කරාට කමක් නෑ ඔහොම එව්වා කරන්න ඕනි නෑනේ අපිත් ඉගෙන ගන්න නෙ මෙතනට ආවේ",1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Train
S1016,P047,4,Financial Stress,"Aiyo epa wenawa bn Athe sathe ne, අයියෝ එපා වෙනවා බන් අතේ සතේ නෑ",2,FINANCIAL_STRESS,Mixed Sinhala+Latin,Train
S1017,P047,5,Logistics/Food Issues,"Me jiwithe nm dn epa wela mata, මේ ජීවිතේ නම් එපා වෙලා මට",3,DAILY_CAMPUS_LOGISTICS,Mixed Sinhala+Latin,Train
S1019,P047,7,Isolation,"Mara palui appa oluwa nikam palenna thram ridenawa , මට පාලුයි අප්පා ඔලුව නිකම් පැලෙන්න තරම් රිදෙනවා",4,SOCIAL_ISOLATION,Mixed Sinhala+Latin,Train
S1020,P047,8,Academic Success - Difficult Subject,"Ado Mata Mara sathutui ei , අඩෝ මට මාර සතුටුයි ඒයි",5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Train
S1021,P047,9,Academic Success - Repeat Subject,"Mn hithuwe me parath kela wei kiyla ammoh ,මන් හිතුවෙ මේ පාරත් කෙල වෙයි කියලා අම්මෝ",5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Train
S1022,P047,10,Freedom-Final Paper,"Ammoh onna ekath iwarai ,අම්මෝ ඔන්න ඒකත් ඉවරයි",6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Train
S1023,P047,11,Lightness-Final Paper,"Adde niwan giya wage oi , අඩේ නිවන් ගියා වගේ ඕයි",6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Train
S1024,P047,12,Social Evant - Batch Trip,"Ado maru athal ne bn aye set wemu , අඩෝ මරු ආතල් නේ බන් ආයෙ සෙට් වෙමු",7,SOCIAL_EVENT,Mixed Sinhala+Latin,Train
S1025,P047,13,Social Evant - Campus Evant,"Ado chill eke imu bn hamdam ne hamathnama neh ne, අඩෝ චිල් එකේ ඉමු බන් හැමදාම නෑ හැමතැනම නෑ නේ",7,SOCIAL_EVENT,Mixed Sinhala+Latin,Train
S1026,P047,14,Personal Win - Stipand/Mahapola,"Ado ad salli watuna bn ammoh mra sathutui, අඩෝ අද සල්ලි වැටුනා බන් අම්මො මාර සතුටුයී",8,PERSONAL_WIN,Mixed Sinhala+Latin,Train
S1027,P047,15,Personal Win - Internship,"E meka nm nathi krgnne ne oi , ඒ මේක නම් නැති කරගන්නේ නෑ ඕයි",8,PERSONAL_WIN,Mixed Sinhala+Latin,Train
S1028,P047,16,Lectures - Attendance,"Me heta ennam onid bn , මේ හෙට එන්නම ඕනිද බන්",9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Train
S1029,P047,17,Lectures - Cancellation,"Me lecture cancel d bn, මේ ලෙක්චර් කැන්සල් ද බන්",9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Train
S1030,P047,18,Commuting,"Me mn enna pyabgyk wage yai dn inne battaramulla , මේ මන් එන්න පැය බාගයක් වගේ යයි දැන් ඉන්නේ බත්තරමුල්ලේ",3,DAILY_CAMPUS_LOGISTICS,Mixed Sinhala+Latin,Train
S1031,P047,19,Notes - PDF Request,"E giya sathiye lecture note ek dapanko, ඒ ගිය සතියෙ ලෙක්චර් නෝට් එක දාපන්කො",10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Train
S1032,P047,20,Wi-Fi Password Request ,"Me bn password ek kiyhnko poddk, මේ පස්වර්ඩ් එක කියන්නකෝ පොඩ්ඩක්",10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Train
S1033,P047,21,Food - Canteen Menu,"E knna monawd thibbe bn , ඒ කන්න් මොනවද තිබ්බෙ බන්",11,FOOD_AND_CANTEEN,Mixed Sinhala+Latin,Train
S1034,P047,22,Food - Let's Eat,"Yamn kanna , යමන් කන්න",11,FOOD_AND_CANTEEN,Mixed Sinhala+Latin,Train
S1079,P050,1,Academic Stress,Harima Amarui mona karandada.,0,ACADEMIC_STRESS,Latin/Romanized,Validation
S1080,P050,2,Campus Injustice,"Godak dhukai, api mona karandada? Api wadiya kiyewwoth fine gahanawa.",1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Validation
S1081,P050,3,Campus Culture/Ragging,Rag nam naha habei,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Validation
S1082,P050,4,Financial Stress,Ow. Shape eke thamai gama gahanne,2,FINANCIAL_STRESS,Latin/Romanized,Validation
S1083,P050,5,Logistics/Food Issues,Ow. Wena ithin kanda gendath nahane.,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Validation
S1084,P050,6,Group Project Stress,Ow e nisa ape wade api ikmanata managekaragada one,0,ACADEMIC_STRESS,Latin/Romanized,Validation
S1085,P050,7,Isolation,Ow,4,SOCIAL_ISOLATION,Latin/Romanized,Validation
S1086,P050,8,Academic Success - Difficult Subject,Ow sathutui,5,ACADEMIC_SUCCESS,Latin/Romanized,Validation
S1087,P050,9,Academic Success - Repeat Subject,Maarai,5,ACADEMIC_SUCCESS,Latin/Romanized,Validation
S1088,P050,10,Freedom-Final Paper,Supiri,6,FINAL_PAPER_RELIEF,Latin/Romanized,Validation
S1089,P050,11,Lightness-Final Paper,Loku barak nidhahas una wage,6,FINAL_PAPER_RELIEF,Latin/Romanized,Validation
S1090,P050,12,Social Evant - Batch Trip,Eka wenama athal ekak,7,SOCIAL_EVENT,Latin/Romanized,Validation
S1091,P050,13,Social Evant - Campus Evant,Maru,7,SOCIAL_EVENT,Latin/Romanized,Validation
S1092,P050,14,Personal Win - Stipand/Mahapola,Ow eka maru,8,PERSONAL_WIN,Latin/Romanized,Validation
S1093,P050,15,Personal Win - Internship,Eka loku jayagrahanayak,8,PERSONAL_WIN,Latin/Romanized,Validation
S1094,P050,16,Lectures - Attendance,Attendance balanawada bn lectures walata,9,LECTURE_MANAGEMENT,Latin/Romanized,Validation
S1095,P050,17,Lectures - Cancellation,Lectuers cansel unaada,9,LECTURE_MANAGEMENT,Latin/Romanized,Validation
S1096,P050,18,Commuting,Kochchara wela yanawada,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Validation
S1097,P050,19,Notes - PDF Request,Machan notes tikak dhipankoo,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Validation
S1098,P050,20,Wi-Fi Password Request ,Paassword eka mokakda,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Validation
S1099,P050,21,Food - Canteen Menu,Monada dhawalta thiyenne kamata,11,FOOD_AND_CANTEEN,Latin/Romanized,Validation
S1100,P050,22,Food - Let's Eat,Kaala emu api,11,FOOD_AND_CANTEEN,Latin/Romanized,Validation
S1101,P051,1,Academic Stress,Ado ep weno bn,0,ACADEMIC_STRESS,Latin/Romanized,Test
S1102,P051,2,Campus Injustice,Bninn bhne hithin bnjnw,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Test
S1103,P051,3,Campus Culture/Ragging,එත් හිතින් බනිනවා,1,CAMPUS_SAFETY_INJUSTICE,Sinhala Script,Test
S1104,P051,4,Financial Stress,සින්දුවක් අහලා නටනවා,2,FINANCIAL_STRESS,Sinhala Script,Test
S1105,P051,5,Logistics/Food Issues,බනිනව,3,DAILY_CAMPUS_LOGISTICS,Sinhala Script,Test
S1106,P051,6,Group Project Stress,එපා වෙනවා රෙද්ද,0,ACADEMIC_STRESS,Sinhala Script,Test
S1107,P051,7,Isolation,හැමෝම වාසියට,4,SOCIAL_ISOLATION,Sinhala Script,Test
S1108,P051,8,Academic Success - Difficult Subject,පට්ට happy,5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Test
S1111,P051,11,Lightness-Final Paper,Sathutta knw mnhri,6,FINAL_PAPER_RELIEF,Latin/Romanized,Test
S1112,P051,12,Social Evant - Batch Trip,සුපිරි යක් කියලා සින්දු කියනව්,7,SOCIAL_EVENT,Sinhala Script,Test
S1113,P051,13,Social Evant - Campus Evant,සුපිරි යක් කියලා සින්දු කියනව්,7,SOCIAL_EVENT,Sinhala Script,Test
S1114,P051,14,Personal Win - Stipand/Mahapola,සුපිරි යක් කියලා සින්දු කියනව්,8,PERSONAL_WIN,Sinhala Script,Test
S1115,P051,15,Personal Win - Internship,වැඩේ හරි බන්,8,PERSONAL_WIN,Sinhala Script,Test
S1116,P051,16,Lectures - Attendance,හෙට එන්නම ඔනේද,9,LECTURE_MANAGEMENT,Sinhala Script,Test
S1117,P051,17,Lectures - Cancellation,අඩෝ ලෙක් තියානවද,9,LECTURE_MANAGEMENT,Sinhala Script,Test
S1118,P051,18,Commuting,මන් මග තාම,3,DAILY_CAMPUS_LOGISTICS,Sinhala Script,Test
S1119,P051,19,Notes - PDF Request,අඩෝ නොට් එක,10,CAMPUS_RESOURCE_REQUEST,Sinhala Script,Test
S1120,P051,20,Wi-Fi Password Request ,"අඩෝ data,na",10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Test
S1121,P051,21,Food - Canteen Menu,Canteen mnd thiynne,11,FOOD_AND_CANTEEN,Latin/Romanized,Test
S1122,P051,22,Food - Let's Eat,Kala emu,11,FOOD_AND_CANTEEN,Latin/Romanized,Test
S1123,P052,1,Academic Stress,A me bn මට epa wela thiyenne bn😐,0,ACADEMIC_STRESS,Mixed Sinhala+Latin,Validation
S1124,P052,2,Campus Injustice,Monawada me katha wada,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Validation
