Sample_ID,Participant_ID,Source_Row,Scenario_ID,Scenario_Name,Raw_Text,Label_Code,Clean_Text,Script_Type,Quality_Flag,Keep_Status,Duplicate_Check,Dataset_Split
S0882,P041,42,2,Campus Injustice,Ado mata mara malak thiyenne ara lecturer ekka. Kisima sadharanayak na ban karapu wade. Mulu mood ekama kawa. Mun hitan inne mun kiyana hama ekama hari kiyala,3,Ado mata mara malak thiyenne ara lecturer ekka. Kisima sadharanayak na ban karapu wade. Mulu mood ekama kawa. Mun hitan inne mun kiyana hama ekama hari kiyala,Latin/Romanized,OK,KEEP,OK,Train
S0883,P041,42,3,Campus Culture/Ragging,Mala panala inne ban me rag eka nisa. Mun hithan inne mun maha loku porawal kiyala. Kisima therumak nathi wada deela apiwa nikan charter karanawa. Mara kalakirimak enne mehema wenakota.,3,Mala panala inne ban me rag eka nisa. Mun hithan inne mun maha loku porawal kiyala. Kisima therumak nathi wada deela apiwa nikan charter karanawa. Mara kalakirimak enne mehema wenakota.,Latin/Romanized,OK,KEEP,OK,Train
S0884,P041,42,4,Financial Stress,Ado mase anthima nisa athe sathe na ban. Puluwan nam kiyapan hita hadaganna widihak. Mara dukak thiyenne me salli prashna nisa.,3,Ado mase anthima nisa athe sathe na ban. Puluwan nam kiyapan hita hadaganna widihak. Mara dukak thiyenne me salli prashna nisa.,Latin/Romanized,OK,KEEP,OK,Train
S0885,P041,42,5,Logistics/Food Issues,"Mun thiyana kema kela thawa tikas dawasakin ledak hadenawa ban sure. Mara mala panala inne, kisima quality ekak na. Salli walatath aparadayak",3,"Mun thiyana kema kela thawa tikas dawasakin ledak hadenawa ban sure. Mara mala panala inne, kisima quality ekak na. Salli walatath aparadayak",Latin/Romanized,OK,KEEP,OK,Train
S0886,P041,42,6,Group Project Stress,Ado mata mara malak enne me group project eka gana. Group eke anith un ekekwath wada karanne na ban. Okkoma bara mage pitata watila thiyenne. Mun hitan inne mama munta degree eka aran dei kiyala,3,Ado mata mara malak enne me group project eka gana. Group eke anith un ekekwath wada karanne na ban. Okkoma bara mage pitata watila thiyenne. Mun hitan inne mama munta degree eka aran dei kiyala,Latin/Romanized,OK,KEEP,OK,Train
S0887,P041,42,7,Isolation,"Ado yaluwo ekka waliyak dagaththa ban. Dan mara thanikamak danenne, kawruth na wage. Hithata mara barak thiyenne me nisa",3,"Ado yaluwo ekka waliyak dagaththa ban. Dan mara thanikamak danenne, kawruth na wage. Hithata mara barak thiyenne me nisa",Latin/Romanized,OK,KEEP,OK,Train
S0888,P041,42,8,Academic Success - Difficult Subject,"Ado hithagannath ba ban, ara amaruma subject eka goda dagaththa! Results dakkama thama adahaganna ba. Mara happyness ekak danenne ban dan nam.",2,"Ado hithagannath ba ban, ara amaruma subject eka goda dagaththa! Results dakkama thama adahaganna ba. Mara happyness ekak danenne ban dan nam.",Latin/Romanized,OK,KEEP,OK,Train
S0889,P041,42,9,Academic Success - Repeat Subject,Ado ara repeat eka goda ban! Mata thama hithaganna ba. Oluwen maha loku barak nidahas una wage. Dan thamai nidahase husmak ganna puluwan.,5,Ado ara repeat eka goda ban! Mata thama hithaganna ba. Oluwen maha loku barak nidahas una wage. Dan thamai nidahase husmak ganna puluwan.,Latin/Romanized,OK,KEEP,OK,Train
S0890,P041,42,10,Freedom-Final Paper,"Kapa kala ban! Semester ekama iwarai. Ada ra nam marena kal nidi. Kisi wadayak na, kauruth na. Patta nidahasak thiyenne dan",4,"Kapa kala ban! Semester ekama iwarai. Ada ra nam marena kal nidi. Kisi wadayak na, kauruth na. Patta nidahasak thiyenne dan",Latin/Romanized,OK,KEEP,OK,Train
S0891,P041,42,11,Lightness-Final Paper,Ado final project eka submit kala ban! Dan nam nikan oluwen maha loku barak giya wage. Mara sahalluwak danenne. Dan ithin nidahase inna puluwan,3,Ado final project eka submit kala ban! Dan nam nikan oluwen maha loku barak giya wage. Mara sahalluwak danenne. Dan ithin nidahase inna puluwan,Latin/Romanized,OK,KEEP,OK,Train
S0892,P041,42,12,Social Evant - Batch Trip,Ado mase niyamai ban! Mulu batch ekama ekata set unama mara gammak thiyenne. Me wage athal ekak gaththa kalayak mathaka na. Mulu dawasama pissu natanawa,2,Ado mase niyamai ban! Mulu batch ekama ekata set unama mara gammak thiyenne. Me wage athal ekak gaththa kalayak mathaka na. Mulu dawasama pissu natanawa,Latin/Romanized,OK,KEEP,OK,Train
S0893,P041,42,13,Social Evant - Campus Evant,Ado event eka nam supiri ban! Mulu campus ekama ekama godai. Mara vibe ekak thiyenne. Me wage athal ekak gaththa kalayak mathaka na,3,Ado event eka nam supiri ban! Mulu campus ekama ekama godai. Mara vibe ekak thiyenne. Me wage athal ekak gaththa kalayak mathaka na,Latin/Romanized,OK,KEEP,OK,Train
S0894,P041,42,14,Personal Win - Stipand/Mahapola,"Ado mahapola/stipend watila ban! Danne dakke. Mara gammak awa eka dakkama. Athe sathe nathuwa hitiye, dan ithin goda thamai",3,"Ado mahapola/stipend watila ban! Danne dakke. Mara gammak awa eka dakkama. Athe sathe nathuwa hitiye, dan ithin goda thamai",Latin/Romanized,OK,KEEP,OK,Train
S0895,P041,42,15,Personal Win - Internship,"Ado hithagannath ba ban, ara try karapu internship eka set una! Mara happy ekak thiyenne dan nam. Mechchara kal mahansi una ekata hariyanna hoda thanak set una. Pissu hadenawa sathutata!",3,"Ado hithagannath ba ban, ara try karapu internship eka set una! Mara happy ekak thiyenne dan nam. Mechchara kal mahansi una ekata hariyanna hoda thanak set una. Pissu hadenawa sathutata!",Latin/Romanized,OK,KEEP,OK,Train
S0896,P041,42,16,Lectures - Attendance,Ado heta lecture eka thiyenawada ban? Attendance mark karanawada kiyala danna ekekgen ahala kiyapan ko,3,Ado heta lecture eka thiyenawada ban? Attendance mark karanawada kiyala danna ekekgen ahala kiyapan ko,Latin/Romanized,OK,KEEP,OK,Train
S0897,P041,42,17,Lectures - Cancellation,Ado ada lecture eka cancel da? Batch group eke notice ekak wath thibbad?,4,Ado ada lecture eka cancel da? Batch group eke notice ekak wath thibbad?,Latin/Romanized,OK,KEEP,OK,Train
S0898,P041,42,18,Commuting,Mama dan bus eke enne ban. Dan [Town Name] pahu kala. Campus ekata enna thawa winadi 20k vithara yai. Poddak balan hitapan.,3,Mama dan bus eke enne ban. Dan [Town Name] pahu kala. Campus ekata enna thawa winadi 20k vithara yai. Poddak balan hitapan.,Latin/Romanized,OK,KEEP,OK,Train
S0899,P041,42,19,Notes - PDF Request,Ado mama ada lecture ekata awe na ban. Ada karapu eke PDF note ekak thiyenawa nam mata ewapan ko. Loku udauwak,4,Ado mama ada lecture ekata awe na ban. Ada karapu eke PDF note ekak thiyenawa nam mata ewapan ko. Loku udauwak,Latin/Romanized,OK,KEEP,OK,Train
S0900,P041,42,20,Wi-Fi Password Request ,Ado campus Wi-Fi password eka mokakda ban? Danna ekek innawa nam ewapan ko ikmanata,4,Ado campus Wi-Fi password eka mokakda ban? Danna ekek innawa nam ewapan ko ikmanata,Latin/Romanized,OK,KEEP,OK,Train
S0901,P041,42,21,Food - Canteen Menu,Ado canteen eke kema thiyenawada ban thama? Mama enna hadanne. Nathnam iwara welada balapan ko,3,Ado canteen eke kema thiyenawada ban thama? Mama enna hadanne. Nathnam iwara welada balapan ko,Latin/Romanized,OK,KEEP,OK,Train
S0902,P041,42,22,Food - Let's Eat,Ado badagini ban. Yamuda canteen ekata kala enna? Set weyan ikmanata,4,Ado badagini ban. Yamuda canteen ekata kala enna? Set weyan ikmanata,Latin/Romanized,OK,KEEP,OK,Train
S0904,P042,43,2,Campus Injustice,By Talking with Friends ,1,By Talking with Friends,Latin/Romanized,OK,KEEP,OK,Train
S0905,P042,43,3,Campus Culture/Ragging,No,5,No,Latin/Romanized,OK,KEEP,OK,Train
S0906,P042,43,4,Financial Stress,Not happened yet,5,Not happened yet,Latin/Romanized,OK,KEEP,OK,Train
S0907,P042,43,5,Logistics/Food Issues,By Talking with Homies ,5,By Talking with Homies,Latin/Romanized,OK,KEEP,OK,Train
S0909,P042,43,7,Isolation,Need to the place / Campus ,5,Need to the place / Campus,Latin/Romanized,OK,KEEP,OK,Train
S0910,P042,43,8,Academic Success - Difficult Subject,By texting my Best friend ,5,By texting my Best friend,Latin/Romanized,OK,KEEP,OK,Train
S0911,P042,43,9,Academic Success - Repeat Subject,To saying my parents with a happy smile,5,To saying my parents with a happy smile,Latin/Romanized,OK,KEEP,OK,Train
S0912,P042,43,10,Freedom-Final Paper,All comes to end,5,All comes to end,Latin/Romanized,OK,KEEP,OK,Train
S0913,P042,43,11,Lightness-Final Paper,"With laugh , spending time with friends ",5,"With laugh , spending time with friends",Latin/Romanized,OK,KEEP,OK,Train
S0914,P042,43,12,Social Evant - Batch Trip,It's worth for Lifetime ,5,It's worth for Lifetime,Latin/Romanized,OK,KEEP,OK,Train
S0915,P042,43,13,Social Evant - Campus Evant,It's being our expectations and Great to have these colleagues ,5,It's being our expectations and Great to have these colleagues,Latin/Romanized,OK,KEEP,OK,Train
S0916,P042,43,14,Personal Win - Stipand/Mahapola,"Stipends has credited, let's go for lunch",5,"Stipends has credited, let's go for lunch",Latin/Romanized,OK,KEEP,OK,Train
S0917,P042,43,15,Personal Win - Internship,"Omg , God always bless me ",5,"Omg , God always bless me",Latin/Romanized,OK,KEEP,OK,Train
S0918,P042,43,16,Lectures - Attendance,Tomorrow attend is mandatory ,4,Tomorrow attend is mandatory,Latin/Romanized,OK,KEEP,OK,Train
S0919,P042,43,17,Lectures - Cancellation,Cancelled???,4,Cancelled???,Latin/Romanized,OK,KEEP,OK,Train
S0920,P042,43,18,Commuting,"I'm little bit late to Lecture, please wait at canteen untill I came",5,"I'm little bit late to Lecture, please wait at canteen untill I came",Latin/Romanized,OK,KEEP,OK,Train
S0921,P042,43,19,Notes - PDF Request,Never asked ,1,Never asked,Latin/Romanized,OK,KEEP,OK,Train
S0922,P042,43,20,Wi-Fi Password Request ,"Can you plz, ",5,"Can you plz,",Latin/Romanized,OK,KEEP,OK,Train
S0923,P042,43,21,Food - Canteen Menu,"Hi , what's there at canteen for lunch hours ",5,"Hi , what's there at canteen for lunch hours",Latin/Romanized,OK,KEEP,OK,Train
S0924,P042,43,22,Food - Let's Eat,Come let's we have lunch ,5,Come let's we have lunch,Latin/Romanized,OK,KEEP,OK,Train
S0925,P043,44,1,Academic Stress,Machn nidimaragena assignment ekak karanna wela thiyenne amarui thamai eeka ikmanata wade complete karanna ooa,4,Machn nidimaragena assignment ekak karanna wela thiyenne amarui thamai eeka ikmanata wade complete karanna ooa,Latin/Romanized,OK,KEEP,OK,Train
S0926,P043,44,2,Campus Injustice,Muu chater minihek mage jeewithatama dakala na hodak sidda wenne na muta nm,1,Muu chater minihek mage jeewithatama dakala na hodak sidda wenne na muta nm,Latin/Romanized,OK,KEEP,OK,Train
S0927,P043,44,3,Campus Culture/Ragging,Ape campus eka private hinda rag naa ape seniorsla godak hoda kattiyak,5,Ape campus eka private hinda rag naa ape seniorsla godak hoda kattiyak,Latin/Romanized,OK,KEEP,OK,Train
S0928,P043,44,4,Financial Stress,Kohoma hari mange kara ganna oona,4,Kohoma hari mange kara ganna oona,Latin/Romanized,OK,KEEP,OK,Train
S0929,P043,44,5,Logistics/Food Issues,Kama nm hari na wage eliyen hari kanawa,4,Kama nm hari na wage eliyen hari kanawa,Latin/Romanized,OK,KEEP,OK,Train
S0930,P043,44,6,Group Project Stress,Epa wenawa thaniyama wada karanna giyama eeth mage wade mn karnawa full strength eken ,4,Epa wenawa thaniyama wada karanna giyama eeth mage wade mn karnawa full strength eken,Latin/Romanized,OK,KEEP,OK,Train
S0931,P043,44,7,Isolation,Aperade randu unee shik dn kauruth na nee,2,Aperade randu unee shik dn kauruth na nee,Latin/Romanized,OK,KEEP,OK,Train
S0932,P043,44,8,Academic Success - Difficult Subject,Mn hithuweth na pass wei kiyala eeta highest result ekak awith ,4,Mn hithuweth na pass wei kiyala eeta highest result ekak awith,Latin/Romanized,OK,KEEP,OK,Train
S0933,P043,44,9,Academic Success - Repeat Subject,Mage mahansiye results eka thamai mee ,5,Mage mahansiye results eka thamai mee,Latin/Romanized,OK,KEEP,OK,Train
S0934,P043,44,10,Freedom-Final Paper,Dn nm harima relax ekak danenne,5,Dn nm harima relax ekak danenne,Latin/Romanized,OK,KEEP,OK,Train
S0935,P043,44,11,Lightness-Final Paper,Athi yannath wade iwara kara gaththa ,3,Athi yannath wade iwara kara gaththa,Latin/Romanized,OK,KEEP,OK,Train
S0936,P043,44,12,Social Evant - Batch Trip,Pattama athal ekek meeka,4,Pattama athal ekek meeka,Latin/Romanized,OK,KEEP,OK,Train
S0937,P043,44,13,Social Evant - Campus Evant,Niyama event eka hoda joliyak danna puluwan ,4,Niyama event eka hoda joliyak danna puluwan,Latin/Romanized,OK,KEEP,OK,Train
S0938,P043,44,14,Personal Win - Stipand/Mahapola,Niyamai stipend watuna dn wiyadam tika balance kara ganna puluwan ,4,Niyamai stipend watuna dn wiyadam tika balance kara ganna puluwan,Latin/Romanized,OK,KEEP,OK,Train
S0939,P043,44,15,Personal Win - Internship,Machan mta hoda internship ekak set una,5,Machan mta hoda internship ekak set una,Latin/Romanized,OK,KEEP,OK,Train
S0940,P043,44,16,Lectures - Attendance,Ehemamath na ithin ,3,Ehemamath na ithin,Latin/Romanized,OK,KEEP,OK,Train
S0941,P043,44,17,Lectures - Cancellation,Ada lectures ndda machn,4,Ada lectures ndda machn,Latin/Romanized,OK,KEEP,OK,Train
S0942,P043,44,18,Commuting,Mn gedera idn eddi paya dekakwath yanawa bn train ekee awith bus eketh enna epai,3,Mn gedera idn eddi paya dekakwath yanawa bn train ekee awith bus eketh enna epai,Latin/Romanized,OK,KEEP,OK,Train
S0943,P043,44,19,Notes - PDF Request,Mta ada lecture ekee notes ewanna puluwan da,4,Mta ada lecture ekee notes ewanna puluwan da,Latin/Romanized,OK,KEEP,OK,Train
S0944,P043,44,20,Wi-Fi Password Request ,Mta oyage password eka poddak gnna puluwan da mage data iwara wela ,3,Mta oyage password eka poddak gnna puluwan da mage data iwara wela,Latin/Romanized,OK,KEEP,OK,Train
S0945,P043,44,21,Food - Canteen Menu,Machan dawalta thiyena kama monawada bn,4,Machan dawalta thiyena kama monawada bn,Latin/Romanized,OK,KEEP,OK,Train
S0946,P043,44,22,Food - Let's Eat,Machn yn emu,5,Machn yn emu,Latin/Romanized,OK,KEEP,OK,Train
S0969,P045,46,1,Academic Stress,Mata epa wela tiynne.mara stress,2,Mata epa wela tiynne.mara stress,Latin/Romanized,OK,KEEP,OK,Train
S0970,P045,46,2,Campus Injustice,Apo.mewa athi wela,2,Apo.mewa athi wela,Latin/Romanized,OK,KEEP,OK,Train
S0971,P045,46,3,Campus Culture/Ragging,Mona wadayakda me,2,Mona wadayakda me,Latin/Romanized,OK,KEEP,OK,Train
S0972,P045,46,4,Financial Stress,Athe sathe na appa,2,Athe sathe na appa,Latin/Romanized,OK,KEEP,OK,Train
S0973,P045,46,5,Logistics/Food Issues,Kema melo rahak ne,2,Kema melo rahak ne,Latin/Romanized,OK,KEEP,OK,Train
S0974,P045,46,6,Group Project Stress,Okkoma mn krnna one.epa wenawa,2,Okkoma mn krnna one.epa wenawa,Latin/Romanized,OK,KEEP,OK,Train
S0975,P045,46,7,Isolation,Ane manda me jeewithe,2,Ane manda me jeewithe,Latin/Romanized,OK,KEEP,OK,Train
S0976,P045,46,8,Academic Success - Difficult Subject,Mata mara happy,5,Mata mara happy,Latin/Romanized,OK,KEEP,OK,Train
S0977,P045,46,9,Academic Success - Repeat Subject,Deiyane mata satutui,5,Deiyane mata satutui,Latin/Romanized,OK,KEEP,OK,Train
S0978,P045,46,10,Freedom-Final Paper,Mn nidahas,5,Mn nidahas,Latin/Romanized,OK,KEEP,OK,Train
S0979,P045,46,11,Lightness-Final Paper,Happy happy,5,Happy happy,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0980,P045,46,12,Social Evant - Batch Trip,Mara jolly ,5,Mara jolly,Latin/Romanized,OK,KEEP,OK,Train
S0981,P045,46,13,Social Evant - Campus Evant,Happy happy,5,Happy happy,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0982,P045,46,14,Personal Win - Stipand/Mahapola,Salli wetila bn.mata happy,5,Salli wetila bn.mata happy,Latin/Romanized,OK,KEEP,OK,Train
S0983,P045,46,15,Personal Win - Internship,Internship eka set una.,5,Internship eka set una.,Latin/Romanized,OK,KEEP,OK,Train
S0984,P045,46,16,Lectures - Attendance,Heta lec eke attendance compulsoryda?,4,Heta lec eke attendance compulsoryda?,Latin/Romanized,OK,KEEP,OK,Train
S0985,P045,46,17,Lectures - Cancellation,Heta lec cancelda?,4,Heta lec cancelda?,Latin/Romanized,OK,KEEP,OK,Train
S0986,P045,46,18,Commuting,Mn tikk wela yai bn,3,Mn tikk wela yai bn,Latin/Romanized,OK,KEEP,OK,Train
S0987,P045,46,19,Notes - PDF Request,Mata note eka ewapanko bn,4,Mata note eka ewapanko bn,Latin/Romanized,OK,KEEP,OK,Train
S0988,P045,46,20,Wi-Fi Password Request ,Password eka mkkda bn?,4,Password eka mkkda bn?,Latin/Romanized,OK,KEEP,OK,Train
S0989,P045,46,21,Food - Canteen Menu,Canteen eke monwada tiynne ada?,4,Canteen eke monwada tiynne ada?,Latin/Romanized,OK,KEEP,OK,Train
S0990,P045,46,22,Food - Let's Eat,Kala emuda?,4,Kala emuda?,Latin/Romanized,OK,KEEP,OK,Train
S0991,P046,47,1,Academic Stress,"Ada nm mara stress eka tyenne anee, epa wela tyenne me assignment eka nisa",2,"Ada nm mara stress eka tyenne anee, epa wela tyenne me assignment eka nisa",Latin/Romanized,OK,KEEP,OK,Train
S0992,P046,47,2,Campus Injustice,Mt nm dn me cacampus ekath epa wela tyenne me sidda wena dewal nisa,2,Mt nm dn me cacampus ekath epa wela tyenne me sidda wena dewal nisa,Latin/Romanized,OK,KEEP,OK,Train
S0993,P046,47,3,Campus Culture/Ragging,Me rag nisa apt hriyt wdkwt krgnn wdhk ne. Attatama epama wela tyenne,1,Me rag nisa apt hriyt wdkwt krgnn wdhk ne. Attatama epama wela tyenne,Latin/Romanized,OK,KEEP,OK,Train
S0994,P046,47,4,Financial Stress,Kottuwk knnwath athe salli ne 😒,2,Kottuwk knnwath athe salli ne 😒,Latin/Romanized,OK,KEEP,OK,Train
S0995,P046,47,5,Logistics/Food Issues,Me canteen eke kema nm anthimai appa. Salli gewala knwatath padui,1,Me canteen eke kema nm anthimai appa. Salli gewala knwatath padui,Latin/Romanized,OK,KEEP,OK,Train
S0996,P046,47,6,Group Project Stress,Mt nm epa wela tyenne. Meke anith ayata me prohect eka gana kisima ganak ne. Okkm krl denkm blgn innw,1,Mt nm epa wela tyenne. Meke anith ayata me prohect eka gana kisima ganak ne. Okkm krl denkm blgn innw,Latin/Romanized,OK,KEEP,OK,Train
S0997,P046,47,7,Isolation,Mt nm dn hmdema epa wela tyenne 😒,1,Mt nm dn hmdema epa wela tyenne 😒,Latin/Romanized,OK,KEEP,OK,Train
S0998,P046,47,8,Academic Success - Difficult Subject,තාත්තෙ අද exam එක නම් මාරම ලේසී. හිතුවටත් වඩා ලකුනු තියෙනවා මට 🥰,5,තාත්තෙ අද exam එක නම් මාරම ලේසී. හිතුවටත් වඩා ලකුනු තියෙනවා මට 🥰,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0999,P046,47,9,Academic Success - Repeat Subject,Ammooo athi yntham eka pass. Mm nm htuwe ne mechchr hoda result ekak tiyewi kyl,5,Ammooo athi yntham eka pass. Mm nm htuwe ne mechchr hoda result ekak tiyewi kyl,Latin/Romanized,OK,KEEP,OK,Train
S1000,P046,47,10,Freedom-Final Paper,Ammooo dn nm niwan gya wge. Adin exam iwrai 😍,5,Ammooo dn nm niwan gya wge. Adin exam iwrai 😍,Latin/Romanized,OK,KEEP,OK,Train
S1001,P046,47,11,Lightness-Final Paper,Ammoooo mt nm kygnnn bri නිදහසක් danenne anee. යන්තමින් ekath ඉවරයි ,5,Ammoooo mt nm kygnnn bri නිදහසක් danenne anee. යන්තමින් ekath ඉවරයි,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1002,P046,47,12,Social Evant - Batch Trip,Ada nmara fun dwsk.,5,Ada nmara fun dwsk.,Latin/Romanized,OK,KEEP,OK,Train
S1003,P046,47,13,Social Evant - Campus Evant,Ada dwse nm mara wdht hina una,5,Ada dwse nm mara wdht hina una,Latin/Romanized,OK,KEEP,OK,Train
S1004,P046,47,14,Personal Win - Stipand/Mahapola,Ammoo ada ithin shopping krnn tamai tyenne 😍,5,Ammoo ada ithin shopping krnn tamai tyenne 😍,Latin/Romanized,OK,KEEP,OK,Train
S1005,P046,47,15,Personal Win - Internship,Adoo mt nm mata hoda company ekak set une. Marama comfortable ,5,Adoo mt nm mata hoda company ekak set une. Marama comfortable,Latin/Romanized,OK,KEEP,OK,Train
S1006,P046,47,16,Lectures - Attendance,Me bn ht tyena lecture eke attendance aniwrnm blnw qwada,3,Me bn ht tyena lecture eke attendance aniwrnm blnw qwada,Latin/Romanized,OK,KEEP,OK,Train
S1007,P046,47,17,Lectures - Cancellation,Me ada lecture eka cancel qwada bn. ,3,Me ada lecture eka cancel qwada bn.,Latin/Romanized,OK,KEEP,OK,Train
S1008,P046,47,18,Commuting,Mm dn inne gamoaha bn. Mt tawa paya 1.30k wtr yai campus ekt enn,3,Mm dn inne gamoaha bn. Mt tawa paya 1.30k wtr yai campus ekt enn,Latin/Romanized,OK,KEEP,OK,Train
S1009,P046,47,19,Notes - PDF Request,Me bn eda mm apu nti lecture eke note mnw hri dunna nm mt share krnwd,3,Me bn eda mm apu nti lecture eke note mnw hri dunna nm mt share krnwd,Latin/Romanized,OK,KEEP,OK,Train
S1010,P046,47,20,Wi-Fi Password Request ,Adooo ube router eke password eka mkdda bn,4,Adooo ube router eke password eka mkdda bn,Latin/Romanized,OK,KEEP,OK,Train
S1011,P046,47,21,Food - Canteen Menu,Ada canteen eke dwlt knn tyenne mnd hlo. Mm dkke nane,3,Ada canteen eke dwlt knn tyenne mnd hlo. Mm dkke nane,Latin/Romanized,OK,KEEP,OK,Train
S1012,P046,47,22,Food - Let's Eat,Me api ghn kala emuda,3,Me api ghn kala emuda,Latin/Romanized,OK,KEEP,OK,Train
S1013,P047,48,1,Academic Stress,"Ane mata nm epa wela thiynne Mara stress, අනේ මට නම් එපා වෙලා තියෙන්නේ මාර ස්ට්‍රෙස්",1,"Ane mata nm epa wela thiynne Mara stress, අනේ මට නම් එපා වෙලා තියෙන්නේ මාර ස්ට්‍රෙස්",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1014,P047,48,2,Campus Injustice,"Ane ai minissu ehama krnne. Marama aul mata nm, අනේ ඇයි මිනිස්සු එහෙම කරන්නේ මාරම අවුල් මට නම්",3,"Ane ai minissu ehama krnne. Marama aul mata nm, අනේ ඇයි මිනිස්සු එහෙම කරන්නේ මාරම අවුල් මට නම්",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1015,P047,48,3,Campus Culture/Ragging,"Rag karata kmk neh ohom ewa krnn oni nhne. Apith igena genna ne methnata awe , එඇග් කරාට කමක් නෑ ඔහොම එව්වා කරන්න ඕනි නෑනේ අපිත් ඉගෙන ගන්න නෙ මෙතනට ආවේ",3,"Rag karata kmk neh ohom ewa krnn oni nhne. Apith igena genna ne methnata awe , එඇග් කරාට කමක් නෑ ඔහොම එව්වා කරන්න ඕනි නෑනේ අපිත් ඉගෙන ගන්න නෙ මෙතනට ආවේ",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1016,P047,48,4,Financial Stress,"Aiyo epa wenawa bn Athe sathe ne, අයියෝ එපා වෙනවා බන් අතේ සතේ නෑ ",3,"Aiyo epa wenawa bn Athe sathe ne, අයියෝ එපා වෙනවා බන් අතේ සතේ නෑ",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1017,P047,48,5,Logistics/Food Issues,"Me jiwithe nm dn epa wela mata, මේ ජීවිතේ නම් එපා වෙලා මට",2,"Me jiwithe nm dn epa wela mata, මේ ජීවිතේ නම් එපා වෙලා මට",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1019,P047,48,7,Isolation,"Mara palui appa oluwa nikam palenna thram ridenawa , මට පාලුයි අප්පා ඔලුව නිකම් පැලෙන්න තරම් රිදෙනවා",2,"Mara palui appa oluwa nikam palenna thram ridenawa , මට පාලුයි අප්පා ඔලුව නිකම් පැලෙන්න තරම් රිදෙනවා",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1020,P047,48,8,Academic Success - Difficult Subject,"Ado Mata Mara sathutui ei , අඩෝ මට මාර සතුටුයි ඒයි",5,"Ado Mata Mara sathutui ei , අඩෝ මට මාර සතුටුයි ඒයි",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1021,P047,48,9,Academic Success - Repeat Subject,"Mn hithuwe me parath kela wei kiyla ammoh ,මන් හිතුවෙ මේ පාරත් කෙල වෙයි කියලා අම්මෝ",4,"Mn hithuwe me parath kela wei kiyla ammoh ,මන් හිතුවෙ මේ පාරත් කෙල වෙයි කියලා අම්මෝ",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1022,P047,48,10,Freedom-Final Paper,"Ammoh onna ekath iwarai ,අම්මෝ ඔන්න ඒකත් ඉවරයි",3,"Ammoh onna ekath iwarai ,අම්මෝ ඔන්න ඒකත් ඉවරයි",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1023,P047,48,11,Lightness-Final Paper,"Adde niwan giya wage oi , අඩේ නිවන් ගියා වගේ ඕයි",3,"Adde niwan giya wage oi , අඩේ නිවන් ගියා වගේ ඕයි",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1024,P047,48,12,Social Evant - Batch Trip,"Ado maru athal ne bn aye set wemu , අඩෝ මරු ආතල් නේ බන් ආයෙ සෙට් වෙමු",4,"Ado maru athal ne bn aye set wemu , අඩෝ මරු ආතල් නේ බන් ආයෙ සෙට් වෙමු",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1025,P047,48,13,Social Evant - Campus Evant,"Ado chill eke imu bn hamdam ne hamathnama neh ne, අඩෝ චිල් එකේ ඉමු බන් හැමදාම නෑ හැමතැනම නෑ නේ",4,"Ado chill eke imu bn hamdam ne hamathnama neh ne, අඩෝ චිල් එකේ ඉමු බන් හැමදාම නෑ හැමතැනම නෑ නේ",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1026,P047,48,14,Personal Win - Stipand/Mahapola,"Ado ad salli watuna bn ammoh mra sathutui, අඩෝ අද සල්ලි වැටුනා බන් අම්මො මාර සතුටුයී",3,"Ado ad salli watuna bn ammoh mra sathutui, අඩෝ අද සල්ලි වැටුනා බන් අම්මො මාර සතුටුයී",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1027,P047,48,15,Personal Win - Internship,"E meka nm nathi krgnne ne oi , ඒ මේක නම් නැති කරගන්නේ නෑ ඕයි",4,"E meka nm nathi krgnne ne oi , ඒ මේක නම් නැති කරගන්නේ නෑ ඕයි",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1028,P047,48,16,Lectures - Attendance,"Me heta ennam onid bn , මේ හෙට එන්නම ඕනිද බන්",3,"Me heta ennam onid bn , මේ හෙට එන්නම ඕනිද බන්",Mixed Sinhala+Latin,OK,KEEP,OK,Train
S1029,P047,48,17,Lectures - Cancellation,"Me lecture cancel d bn, මේ ලෙක්චර් කැන්සල් ද බන්",3,"Me lecture cancel d bn, මේ ලෙක්චර් කැන්සල් ද බන්",Mixed Sinhala+Latin,OK,KEEP,OK,Train
